gid,landarea_lbl,landarea_val,경도,위도
占썬끉沅?1ab48ab,1579.06,1579.0599999999900000000000000000000,126.836460,37.532826
占썬끉沅?1ab48ba,624.18,624.1799999999990000000000000000000,126.836440,37.535080
占썬끉沅?1ab48bb,475.85,475.8500000000000000000000000000000,126.836420,37.537333
占썬끉沅?1ab49aa,293.06,293.0600000000000000000000000000000,126.836400,37.539586
占썬끉沅?1ab49ab,199.65,199.6500000000000000000000000000000,126.836380,37.541839
占썬끉沅?1ab49ba,302.20,302.1999999999990000000000000000000,126.836360,37.544093
占썬끉沅?1ab49bb,5259.80,5259.8000000000000000000000000000000,126.836340,37.546346
占썬끉沅?1ab50aa,48538.59,48538.5899999999000000000000000000000,126.836320,37.548599
占썬끉沅?1ab50ab,8438.19,8438.1900000000000000000000000000000,126.836300,37.550852
占썬끉沅?1ab50ba,453.22,453.2200000000000000000000000000000,126.836280,37.553106
占썬끉沅?1ab50bb,2046.95,2046.9500000000000000000000000000000,126.836260,37.555359
占썬끉沅?1ab51aa,5586.99,5586.9899999999900000000000000000000,126.836240,37.557612
占썬끉沅?1ab51ab,2513.66,2513.6599999999900000000000000000000,126.836220,37.559865
占썬끉沅?1ab51ba,1220.75,1220.7500000000000000000000000000000,126.836200,37.562119
占썬끉沅?1ab51bb,5107.07,5107.0699999999900000000000000000000,126.836180,37.564372
占썬끉沅?1ab52aa,1051.06,1051.0599999999900000000000000000000,126.836160,37.566625
占썬끉沅?1ab52ab,504012.00,504012.0000000000000000000000000000000,126.836140,37.568878
占썬끉沅?1ab52ba,504012.00,504012.0000000000000000000000000000000,126.836120,37.571132
占썬끉沅?1ab52bb,3355.49,3355.4899999999900000000000000000000,126.836100,37.573385
占썬끉沅?1ab53aa,6119.14,6119.1400000000000000000000000000000,126.836080,37.575638
占썬끉沅?1ab53ab,,,126.836060,37.577891
