values,address,area(m2),latitude,longitude
공동주택,서울특별시 강서구 까치산로14길 49-17,148.52,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 49-15,149.36,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 49-11,150.52,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 49-9,138.72,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 41-12,139.49,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 41-16,125.4,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 51,191.02,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 45,138.36,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 41-6,147.38,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 41-8,137.67,37.544588,126.8499334
공동주택,서울특별시 강서구 까치산로14길 41-7,181.76,37.544588,126.8499334
공동주택,서울특별시 강서구 곰달래로35길 ,27.96,37.5352716,126.8537697
공동주택,서울특별시 강서구 곰달래로35길 ,0.0,37.5352716,126.8537697
공동주택,서울특별시 강서구 곰달래로35길 ,562.16,37.5352716,126.8537697
공동주택,서울특별시 강서구 곰달래로47길 ,91.96,37.5346836,126.8556101
공동주택,서울특별시 강서구 곰달래로47길 125,98.09,37.5346836,126.8556101
공동주택,서울특별시 강서구 곰달래로35길 ,135.31,37.5352716,126.8537697
공동주택,서울특별시 강서구 곰달래로35길 ,161.26,37.5352716,126.8537697
공동주택,서울특별시 강서구 곰달래로35길 104-3,204.44,37.5370841,126.850647
공동주택,서울특별시 강서구 곰달래로47길 ,125.34,37.5346836,126.8556101
공동주택,서울특별시 강서구 등촌로13자길 ,349.09,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13자길 ,0.0,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13자길 ,639.05,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13자길 ,40.0,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13자길 ,8.64,37.5373096,126.8543981
공동주택,서울특별시 강서구 곰달래로47길 ,125.75,37.5346836,126.8556101
공동주택,서울특별시 강서구 곰달래로49길 ,94.88,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 115,109.0,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 ,115.99,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 123,114.02,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로35길 104-16,55.21,37.5370841,126.850647
공동주택,서울특별시 강서구 곰달래로35길 104-18,55.21,37.5370841,126.850647
공동주택,서울특별시 강서구 곰달래로35길 104-20,56.2,37.5370841,126.850647
공동주택,서울특별시 강서구 곰달래로35길 104-22,57.85,37.5370841,126.850647
공동주택,서울특별시 강서구 곰달래로47길 ,127.38,37.5346836,126.8556101
공동주택,서울특별시 강서구 곰달래로47길 104,132.6,37.5346836,126.8556101
공동주택,서울특별시 강서구 등촌로13아길 82,118.02,37.5375029,126.8568158
공동주택,서울특별시 강서구 곰달래로49길 109,69.92,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 111,127.0,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로47길 ,65.41,37.5346836,126.8556101
공동주택,서울특별시 강서구 등촌로13아길 81,60.39,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 79,61.19,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 ,167.0,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13바길 70,192.0,37.5344142,126.855172
공동주택,서울특별시 강서구 곰달래로49가길 7-37,193.1,37.5342843,126.8574689
공동주택,서울특별시 강서구 곰달래로49가길 7-41,145.74,37.5342843,126.8574689
공동주택,서울특별시 강서구 곰달래로49가길 7-43,177.63,37.5342843,126.8574689
공동주택,서울특별시 강서구 곰달래로49가길 7-51,191.63,37.5342843,126.8574689
공동주택,서울특별시 강서구 곰달래로49길 104,167.76,37.5372656,126.853675
공동주택,서울특별시 강서구 등촌로13아길 67,136.06,37.5375029,126.8568158
공동주택,서울특별시 강서구 곰달래로49길 100,321.86,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 ,202.92,37.5372656,126.853675
공동주택,서울특별시 강서구 등촌로13자길 63-28,328.69,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-20,136.12,37.5368104,126.8534123
공동주택,서울특별시 강서구 곰달래로49길 114,142.0,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로49길 138,131.04,37.5372656,126.853675
공동주택,서울특별시 강서구 등촌로13자길 63-16,209.73,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-14,131.28,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-12,104.08,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-10,116.0,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 65,86.62,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-4,86.4,37.5373096,126.8543981
공동주택,서울특별시 강서구 곰달래로49길 136,131.04,37.5372656,126.853675
공동주택,서울특별시 강서구 등촌로13자길 71-5,168.28,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 71-7,93.98,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 71-9,87.3,37.5368104,126.8534123
공동주택,서울특별시 강서구 곰달래로53길 141,99.97,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 147,172.08,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 151,101.04,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 153,77.6,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13자길 57,106.4,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 61,97.52,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-5,211.72,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-7,270.76,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-11,194.73,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-15,201.94,37.5368104,126.8534123
공동주택,서울특별시 강서구 곰달래로49길 122-13,197.66,37.5372656,126.853675
공동주택,서울특별시 강서구 곰달래로53길 127,212.16,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13자길 63-25,258.2,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 63-27,208.8,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13아길 62,106.92,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 ,109.06,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13바길 ,97.44,37.5360126,126.8576656
공동주택,서울특별시 강서구 곰달래로53길 107,139.5,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 ,82.5,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13아길 59-12,126.0,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 59-7,81.02,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 59-10,147.9,37.5375029,126.8568158
공동주택,서울특별시 강서구 곰달래로49가길 7-40,95.28,37.5342843,126.8574689
공동주택,서울특별시 강서구 곰달래로49가길 7-32,102.0125,37.5342843,126.8574689
공동주택,서울특별시 강서구 등촌로13바길 46-15,127.89,37.5344142,126.855172
공동주택,서울특별시 강서구 곰달래로53길 120,137.4,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13아길 47,127.28,37.5375029,126.8568158
공동주택,서울특별시 강서구 곰달래로53길 116,242.72,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 108,102.12,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 ,227.63,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13바길 38-3,143.1,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-7,136.44,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-13,221.2,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-17,220.19,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 46-20,118.58,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-23,217.68,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-23,182.78,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 46-18,230.0,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 46-6,141.5,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 46-4,129.42,37.537133,126.8571418
공동주택,서울특별시 강서구 등촌로13바길 38-22,229.01,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-4,97.5,37.537133,126.8571418
공동주택,서울특별시 강서구 등촌로13바길 28-7,253.41,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 28-11,189.87,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 28-15,122.52,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 28-17,119.72,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 28-19,120.78,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13아길 31,139.62,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13바길 38-16,231.3,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-14,116.2,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 38-12,219.48,37.5344142,126.855172
공동주택,서울특별시 강서구 곰달래로53길 ,124.84,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13아길 ,995.84,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 30-5,180.16,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13자길 ,427.68,37.5373096,126.8543981
공동주택,서울특별시 강서구 곰달래로53길 ,120.2,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13자길 39-18,138.45,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-10,433.313,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-10,7.2,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-6,179.46,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 ,167.22,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13자길 49,137.44,37.5368104,126.8534123
공동주택,서울특별시 강서구 곰달래로53길 ,348.75,37.534548,126.8579101
공동주택,서울특별시 강서구 곰달래로53길 ,122.75,37.534548,126.8579101
공동주택,서울특별시 강서구 등촌로13자길 33,119.62,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 29,89.72,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-5,52.8,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-9,125.92,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13아길 30-21,114.66,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13아길 30-17,126.28,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13자길 33-11,52.3,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13아길 30-13,315.14,37.5375029,126.8568158
공동주택,서울특별시 강서구 등촌로13자길 39-17,219.69,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-3,78.48,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-7,52.08,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-13,52.3,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-5,124.8,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-9,129.28,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 39-13,129.53,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-16,126.12,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-10,125.11,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 33-6,126.44,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 37,159.23,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 64,408.96,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 64,365.22,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 80,157.52,37.5368104,126.8534123
공동주택,서울특별시 강서구 등촌로13자길 ,154.4,37.5373096,126.8543981
공동주택,서울특별시 강서구 등촌로13바길 18-3,170.58,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 24,146.3,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 18-8,148.82,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 18-10,150.14,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 18-14,146.06,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 8-11,170.04,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 8-7,150.16,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 8-5,143.64,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13바길 12,100.96,37.5344142,126.855172
공동주택,서울특별시 강서구 초록마을로7길 ,148.7,37.5435041,126.8477902
공동주택,서울특별시 강서구 등촌로13길 93-8,95.42,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13바길 8-6,88.81,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13길 93-3,85.0,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 99,162.97,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 103,141.84,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13바길 8-16,251.38,37.5344142,126.855172
공동주택,서울특별시 강서구 등촌로13길 ,136.8,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,130.5,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 157,179.04,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,118.09,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,167.09,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,165.72,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 144,111.11,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 146,103.89,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,125.69,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,125.69,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 162,124.58,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 162-12,122.76,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 162-16,119.42,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 162-15,111.54,37.5354845,126.8612018
공동주택,서울특별시 강서구 등촌로13길 170-8,242.64,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,121.68,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,139.43,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,104.31,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 170-12,115.96,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 170-16,126.36,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 170-15,186.3,37.5354845,126.8612018
공동주택,서울특별시 강서구 등촌로13길 170-7,274.98,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,97.65,37.5351622,126.8605195
공동주택,서울특별시 강서구 까치산로14길 59,119.53,37.544588,126.8499334
공동주택,서울특별시 강서구 초록마을로11길 ,84.05,37.5430591,126.8494247
공동주택,서울특별시 강서구 초록마을로 65,79.38,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,197.28,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,394.56,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,746.64,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,489.6,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,295.92,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,295.92,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,396.9,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,158.76,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 65,658.8,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로11길 6,53.91,37.5430591,126.8494247
공동주택,서울특별시 강서구 초록마을로9길 ,150.4,37.5429037,126.848681
공동주택,서울특별시 강서구 초록마을로 51-1,72.2,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로7가길 ,217.38,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로7가길 ,184.37,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로7가길 22,87.49,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로7가길 18,57.0,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로11길 19,147.69,37.5430591,126.8494247
공동주택,서울특별시 강서구 까치산로14길 64-1,191.3,37.544588,126.8499334
공동주택,서울특별시 강서구 초록마을로9길 ,271.38,37.5429037,126.848681
공동주택,서울특별시 강서구 까치산로14길 ,80.32,37.544588,126.8499334
공동주택,서울특별시 강서구 초록마을로11길 ,96.9,37.5430591,126.8494247
공동주택,서울특별시 강서구 까치산로12길 ,236.87,37.5440912,126.8475011
공동주택,서울특별시 강서구 초록마을로 53-6,82.42,37.5409471,126.8509079
공동주택,서울특별시 강서구 등촌로13나길 24,155.32,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13나길 ,133.04,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 ,178.65,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 26-8,192.75,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 26-14,75.32,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 102,134.12,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13마길 11-14,82.8,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13나길 16-3,229.25,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 5-6,88.5,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13나길 ,96.36,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13길 ,174.19,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13마길 11-24,65.92,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-22,131.58,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-10,135.52,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 36-22,89.8,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,166.92,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13마길 5-27,134.23,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13나길 38,205.92,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 25-2,201.09,37.5369495,126.8614164
공동주택,서울특별시 강서구 등촌로13마길 17-7,96.91,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 25,139.04,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-28,99.67,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-26,84.17,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-9,114.68,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 ,138.68,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13마길 11-20,172.26,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-18,82.8,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-13,82.74,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-17,125.28,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-13,65.83,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-14,67.4,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-11,62.31,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-23,67.32,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 26,75.65,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13나길 ,174.63,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 17-22,180.75,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 36-6,192.94,37.5390478,126.8578449
공동주택,서울특별시 강서구 등촌로13나길 13,184.01,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13길 36-14,194.36,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 36-18,161.04,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13나길 21,187.38,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13나길 ,194.28,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13나길 39,190.34,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 10,90.95,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 36-29,101.71,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 36-27,192.78,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,182.35,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 36-23,91.56,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 36-17,185.67,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 56,179.58,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 36-13,182.0,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 36-9,186.43,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13길 ,177.48,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,273.46,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13마길 17-12,145.34,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-14,174.16,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-16,145.29,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 17-18,208.01,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 11-28,137.82,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-16,62.84,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 5-18,124.62,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13길 104,137.83,37.5379589,126.8584522
공동주택,서울특별시 강서구 등촌로13마길 5-25,134.23,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13나길 24-5,191.35,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13길 ,176.44,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13길 ,186.48,37.5351622,126.8605195
공동주택,서울특별시 강서구 등촌로13나길 24-6,186.24,37.5364863,126.8611127
공동주택,서울특별시 강서구 등촌로13마길 5-3,148.98,37.5372543,126.860584
공동주택,서울특별시 강서구 등촌로13마길 18,104.95,37.5372543,126.860584
공동주택,서울특별시 강서구 까치산로12길 54,112.47,37.5440912,126.8475011
공동주택,서울특별시 강서구 까치산로12길 ,114.16,37.5440912,126.8475011
공동주택,서울특별시 강서구 초록마을로9길 5,160.14,37.5429037,126.848681
공동주택,서울특별시 강서구 초록마을로7가길 2,121.16,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로7가길 3,188.1,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로9길 8,122.09,37.5429037,126.848681
공동주택,서울특별시 강서구 초록마을로7길 13,210.38,37.5435041,126.8477902
공동주택,서울특별시 강서구 초록마을로7길 11,108.48,37.5435041,126.8477902
공동주택,서울특별시 강서구 초록마을로 43-3,205.78,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로7길 ,204.03,37.5435041,126.8477902
공동주택,서울특별시 강서구 초록마을로 46-1,192.44,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로 ,121.19,37.5364444,126.8467522
공동주택,서울특별시 강서구 초록마을로 46,175.84,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로7길 14,147.57,37.5435041,126.8477902
공동주택,서울특별시 강서구 초록마을로7길 2,108.64,37.5435041,126.8477902
공동주택,서울특별시 강서구 까치산로12길 ,98.21,37.5440912,126.8475011
공동주택,서울특별시 강서구 초록마을로7가길 ,179.53,37.5431285,126.8486484
공동주택,서울특별시 강서구 초록마을로5길 8,67.14,37.5438437,126.8476993
공동주택,서울특별시 강서구 초록마을로5길 6,68.0,37.5438437,126.8476993
공동주택,서울특별시 강서구 초록마을로5길 4,65.2,37.5438437,126.8476993
공동주택,서울특별시 강서구 초록마을로5길 ,98.22,37.5438437,126.8476993
공동주택,서울특별시 강서구 초록마을로12길 30,114.48,37.5417049,126.8493602
공동주택,서울특별시 강서구 초록마을로 62,139.33,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로12길 28,110.88,37.5417049,126.8493602
공동주택,서울특별시 강서구 초록마을로10길 8,155.76,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 6-13,92.6,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로8길 21,136.55,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로10길 2-11,156.68,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 6-12,120.96,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 2,120.86,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로8길 8,115.17,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 18,120.24,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 22,103.8,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 18-3,114.24,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 22-5,122.74,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로 60,108.71,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로14길 ,110.97,37.5410864,126.8487019
공동주택,서울특별시 강서구 초록마을로10길 2-3,97.04,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 2-7,107.3,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 6,194.45,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로12길 22,110.88,37.5417049,126.8493602
공동주택,서울특별시 강서구 초록마을로12길 ,113.69,37.5417049,126.8493602
공동주택,서울특별시 강서구 초록마을로 52-5,169.98,37.536725,126.8483271
공동주택,서울특별시 강서구 초록마을로8길 22-4,88.44,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 22-6,87.56,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로8길 18-5,132.97,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로10길 6-5,116.83,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로10길 6-9,127.8,37.5411482,126.8497089
공동주택,서울특별시 강서구 초록마을로8길 27,118.99,37.5402534,126.8492162
공동주택,서울특별시 강서구 초록마을로12길 ,99.62,37.5417049,126.8493602
공동주택,서울특별시 강서구 초록마을로12길 23,143.98,37.5417049,126.8493602
