,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
105253,17057473,스답커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107970001,1,대지,797,1.0,서울특별시 강서구 마곡동 797-1,115002005007,서울특별시 강서구 공항대로,247,,1150010500107970001000001,퀸즈파크나인,서울특별시 강서구 공항대로 247,157805,7803.0,,1,,126.834809772822,37.5593412549157
105478,17077794,보라크레페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107170031,1,대지,717,31.0,서울특별시 강서구 내발산동 717-31,115003115001,서울특별시 강서구 강서로,263,28.0,1150010600107170031009254,,서울특별시 강서구 강서로 263-28,157835,7639.0,,1,,126.83457864913,37.5494726725755
105637,17058119,프리키,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110080013,1,대지,1008,13.0,서울특별시 강서구 화곡동 1008-13,115004145052,서울특별시 강서구 강서로45길,39,,1150010300110080013021955,,서울특별시 강서구 강서로45길 39,157918,7705.0,,1,,126.833959371103,37.5478176681857
105936,17053261,카페하늘,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500103270043,1,대지,327,43.0,서울특별시 강서구 마곡동 327-43,115004145404,서울특별시 강서구 양천로30길,67,,1150010500103270043010176,,서울특별시 강서구 양천로30길 67,157803,7595.0,,,,126.822776613887,37.5702414714328
105987,11984792,좋은씨앗,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300101580019,1,대지,158,19.0,서울특별시 강서구 화곡동 158-19,115004145132,서울특별시 강서구 곰달래로31길,37,,1150010300101580019011247,삼협필하우스,서울특별시 강서구 곰달래로31길 37,157010,7754.0,,1,,126.851112281717,37.5325330597874
106990,17079283,메가엠지씨커피,방화역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1150010900108300000,1,대지,830,,서울특별시 강서구 방화동 830,115003115002,서울특별시 강서구 금낭화로,146,,1150010900108300000000548,오피앙,서울특별시 강서구 금낭화로 146,157857,7511.0,,1,,126.813288950552,37.5781836387184
107010,17045400,플라워카페라루즈,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300105040057,1,대지,504,57.0,서울특별시 강서구 화곡동 504-57,115004145289,서울특별시 강서구 등촌로13길,40,,1150010300105040057019801,엘케이드림빌,서울특별시 강서구 등촌로13길 40,157894,7733.0,,1,,126.861022067768,37.5356114894729
107013,17073039,나우픽,화곡동지점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103590024,1,대지,359,24.0,서울특별시 강서구 화곡동 359-24,115004145005,서울특별시 강서구 가로공원로76길,94,,1150010300103590024024614,,서울특별시 강서구 가로공원로76길 94,157883,7766.0,,1,,126.838681551328,37.5330241709982
107394,17081381,진심한잔커피컴퍼니,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400101550008,1,대지,155,8.0,서울특별시 강서구 가양동 155-8,115004145409,서울특별시 강서구 양천로49길,4,,1150010400101550008010684,,서울특별시 강서구 양천로49길 4,157801,7523.0,,,,126.841102402707,37.5688640196615
109382,17069866,Roty,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300108370004,1,대지,837,4.0,서울특별시 강서구 화곡동 837-4,115004145153,서울특별시 강서구 곰달래로51길,7,,1150010300108370004020076,,서울특별시 강서구 곰달래로51길 7,157902,7738.0,,1,,126.858111328561,37.5320873548567
111463,17126470,블레스인커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990002,1,대지,799,2.0,서울특별시 강서구 마곡동 799-2,115002005007,서울특별시 강서구 공항대로,190,,1150010500107990002000001,,서울특별시 강서구 공항대로 190,157210,7631.0,,1,,126.828623542064,37.559027749015
111706,16127715,날쌘카페,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106780018,1,대지,678,18.0,서울특별시 강서구 내발산동 678-18,115004145177,서울특별시 강서구 공항대로36길,107,,1150010600106780018008471,,서울특별시 강서구 공항대로36길 107,157829,7632.0,,1,,126.836095658297,37.5538035827116
111722,17111886,컴포즈커피,마곡리더스퀘어점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107720005,1,대지,772,5.0,서울특별시 강서구 마곡동 772-5,115003155054,서울특별시 강서구 마곡중앙6로,45,,1150010500107720005000001,리더스퀘어마곡,서울특별시 강서구 마곡중앙6로 45,157805,7802.0,,1,,126.832707276538,37.5606179703113
111734,17111937,메가엠지씨커피,발산중앙점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600107030000,1,대지,703,,서울특별시 강서구 내발산동 703,115004145436,서울특별시 강서구 우장산로2길,49,,1150010600107030000008168,,서울특별시 강서구 우장산로2길 49,157832,7693.0,,1,,126.837213306862,37.5525261189282
111936,16114127,언니네커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107570003,1,대지,757,3.0,서울특별시 강서구 마곡동 757-3,115003155059,서울특별시 강서구 마곡중앙5로1길,20,,1150010500107570003000001,마곡나루역보타닉비즈타워,서울특별시 강서구 마곡중앙5로1길 20,157805,7788.0,,1,,126.826695523554,37.5686586350678
111995,17121221,블레스롤,마곡나루점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107570005,1,대지,757,5.0,서울특별시 강서구 마곡동 757-5,115003155045,서울특별시 강서구 마곡중앙로,165,,1150010500107570005000001,안강프라이빗타워,서울특별시 강서구 마곡중앙로 165,157805,7788.0,,,,126.827681742466,37.5685693198649
112254,17114849,팔공티,강서점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107220015,1,대지,722,15.0,서울특별시 강서구 내발산동 722-15,115004145052,서울특별시 강서구 강서로45길,28,,1150010600107220015009246,,서울특별시 강서구 강서로45길 28,157835,7639.0,,1,,126.834566586916,37.5480669422088
112543,17124519,더벤티,마곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010500,마곡동,1150010500107980004,1,대지,798,4.0,서울특별시 강서구 마곡동 798-4,115003155047,서울특별시 강서구 마곡서로,56,,1150010500107980004000001,마곡에스비타워Ⅲ,서울특별시 강서구 마곡서로 56,157818,7807.0,,1,,126.823904406942,37.5589898421533
112856,17109251,커피에반하다,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107980002,1,대지,798,2.0,서울특별시 강서구 마곡동 798-2,115002005007,서울특별시 강서구 공항대로,164,,1150010500107980002000001,류마타워,서울특별시 강서구 공항대로 164,157210,7807.0,,,,126.825495228538,37.5593120294272
112972,16122778,카페인중독,인중독,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059000,화곡본동,1150010300,화곡동,1150010300101020012,1,대지,102,12.0,서울특별시 강서구 화곡동 102-12,115004145272,서울특별시 강서구 까치산로4길,65,,1150010300101020012017252,,서울특별시 강서구 까치산로4길 65,157872,7725.0,,1,,126.846296655437,37.5403341311226
113219,16096790,코코써니,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106990017,1,대지,699,17.0,서울특별시 강서구 내발산동 699-17,115004145059,서울특별시 강서구 강서로47나길,8,,1150010600106990017008623,청솔리더스,서울특별시 강서구 강서로47나길 8,157831,7638.0,,1,,126.834702648888,37.5524112626677
113276,16122094,휘카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900104530045,1,대지,453,45.0,서울특별시 강서구 방화동 453-45,115003115002,서울특별시 강서구 금낭화로,103,,1150010900104530045003376,,서울특별시 강서구 금낭화로 103,157849,7516.0,,1,,126.811374945795,37.5746683963008
113740,16675845,24시무인카페RO,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200107170000,1,대지,717,,서울특별시 강서구 등촌동 717,115003115008,서울특별시 강서구 양천로,470,,1150010200107170000000001,그레이스힐,서울특별시 강서구 양천로 470,157930,7575.0,B,2,,126.852470071128,37.5620551444518
113810,16680076,감자스터디카페,5호점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300104730003,1,대지,473,3.0,서울특별시 강서구 화곡동 473-3,115004145156,서울특별시 강서구 곰달래로53길,126,,1150010300104730003019639,,서울특별시 강서구 곰달래로53길 126,157894,7736.0,,2,,126.856029568284,37.5365273386728
113903,12073606,소프트리가양점,가양점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200100730001,1,대지,73,1.0,서울특별시 강서구 등촌동 73-1,115003115008,서울특별시 강서구 양천로,476,,1150010200100730001000001,금부빌딩,서울특별시 강서구 양천로 476,157030,7575.0,3,1,,126.853258269858,37.5615852559942
114429,17135561,나비카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107840008,1,대지,784,8.0,서울특별시 강서구 마곡동 784-8,115003115001,서울특별시 강서구 강서로,439,,1150010500107840008000001,벨리오,서울특별시 강서구 강서로 439,157805,7792.0,,1,,126.839795938246,37.5647875385116
114672,16693497,달리는커피마곡역점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990006,1,대지,799,6.0,서울특별시 강서구 마곡동 799-6,115003155052,서울특별시 강서구 마곡중앙2로,5,,1150010500107990006000001,,서울특별시 강서구 마곡중앙2로 5,157210,7631.0,,B1,,126.827432601015,37.5584662977951
114728,16681779,초심스터디카페,등촌점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106640001,1,대지,664,1.0,서울특별시 강서구 등촌동 664-1,115002005007,서울특별시 강서구 공항대로,335,,1150010200106640001025157,경왕빌딩,서울특별시 강서구 공항대로 335,157930,7590.0,,6,,126.844900918927,37.5581879835391
114757,16674696,카페루시,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010500,마곡동,1150010500107980014,1,대지,798,14.0,서울특별시 강서구 마곡동 798-14,115003155049,서울특별시 강서구 마곡중앙1로,20,,1150010500107980014000001,,서울특별시 강서구 마곡중앙1로 20,157818,7807.0,,1,,126.82471481409,37.5585564075685
114868,26366173,이디아,강서NC점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106740002,1,대지,674,2.0,서울특별시 강서구 등촌동 674-2,115004145067,서울특별시 강서구 강서로54길,11,,1150010200106740002028920,,서울특별시 강서구 강서로54길 11,157030,7591.0,,1,,126.839336144989,37.5594038619047
115340,12056309,노르웨이숲,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106670009,1,대지,667,9.0,서울특별시 강서구 등촌동 667-9,115004145067,서울특별시 강서구 강서로54길,109,,1150010200106670009000002,,서울특별시 강서구 강서로54길 109,157030,7591.0,,2,,126.844723382036,37.5586908244874
115698,17124582,소니,디자인,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107090005,1,대지,709,5.0,서울특별시 강서구 내발산동 709-5,115004145059,서울특별시 강서구 강서로47나길,24,,1150010600107090005008695,,서울특별시 강서구 강서로47나길 24,157833,7638.0,,1,,126.834747817257,37.5516908825268
