기준_년월_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2021,1,A,골목상권,1000239,망우로68길,107,44,63,0,13,21,26,31,16,0,1,7,13,12,11,0,12,14,13,19,5
2021,1,A,골목상권,1000240,망우로73길,51,34,17,0,6,5,14,20,6,0,3,4,10,13,4,0,3,1,4,7,2
2021,1,A,골목상권,1000241,면목로21길,54,37,17,0,2,8,16,20,8,0,1,4,10,16,6,0,1,4,6,4,2
2021,1,A,골목상권,1000242,면목로33길,86,28,58,1,6,19,14,23,23,0,3,5,6,9,5,1,3,14,8,14,18
2021,1,A,골목상권,1000243,면목로45길,454,364,90,2,39,85,147,138,43,2,24,56,117,124,41,0,15,29,30,14,2
2021,1,A,골목상권,1000244,면목로48길,873,544,329,0,101,145,169,221,237,0,39,75,84,162,184,0,62,70,85,59,53
2021,1,A,골목상권,1000245,면목로49길,109,67,42,3,14,23,28,27,14,0,5,17,15,20,10,3,9,6,13,7,4
2021,1,A,골목상권,1000246,면목로55길,473,306,167,0,41,145,169,86,32,0,19,93,110,63,21,0,22,52,59,23,11
2021,1,A,골목상권,1000247,면목로56길,91,53,38,0,10,14,30,21,16,0,6,5,19,11,12,0,4,9,11,10,4
2021,1,A,골목상권,1000248,면목로78길,93,44,49,0,9,22,28,17,17,0,4,8,9,10,13,0,5,14,19,7,4
2021,1,A,골목상권,1000249,봉우재로33길,150,59,91,1,27,29,43,29,21,0,7,10,21,10,11,1,20,19,22,19,10
2021,1,A,골목상권,1000250,봉화산로30길,139,38,101,0,14,33,33,29,30,0,2,8,6,7,15,0,12,25,27,22,15
2021,1,A,골목상권,1000251,봉화산로4길,58,30,28,0,11,11,17,9,10,0,6,5,10,3,6,0,5,6,7,6,4
2021,1,A,골목상권,1000252,봉화산로56길,649,289,360,0,70,101,115,213,150,0,21,50,53,81,84,0,49,51,62,132,66
2021,1,A,골목상권,1000253,사가정로42길,183,89,94,0,12,59,63,38,11,0,7,22,28,24,8,0,5,37,35,14,3
2021,1,A,골목상권,1000254,사가정로54길,122,47,75,0,22,22,28,34,16,0,1,8,14,15,9,0,21,14,14,19,7
2021,1,A,골목상권,1000255,신내로7가길,276,115,161,1,52,59,80,71,13,0,25,21,26,32,11,1,27,38,54,39,2
2021,1,A,골목상권,1000256,용마산로100길,122,52,70,0,31,16,29,29,17,0,7,6,13,15,11,0,24,10,16,14,6
2021,1,A,골목상권,1000257,용마산로112길,114,69,45,0,14,22,23,29,26,0,8,11,13,20,17,0,6,11,10,9,9
2021,1,A,골목상권,1000258,용마산로118길,108,63,45,1,11,17,28,30,21,0,2,8,13,23,17,1,9,9,15,7,4
2021,1,A,골목상권,1000259,용마산로94길,304,259,45,0,11,41,65,94,93,0,3,31,54,85,86,0,8,10,11,9,7
2021,1,A,골목상권,1000260,중랑천로10길,207,109,98,0,18,51,79,42,17,0,6,26,37,28,12,0,12,25,42,14,5
2021,1,A,골목상권,1000261,길음로7길,14,5,9,0,1,1,7,1,4,0,0,0,1,1,3,0,1,1,6,0,1
2021,1,A,골목상권,1000262,돌곶이로14길,77,58,19,0,5,13,11,20,28,0,4,6,8,15,25,0,1,7,3,5,3
2021,1,A,골목상권,1000263,돌곶이로22길,61,34,27,0,6,12,14,22,7,0,1,6,10,12,5,0,5,6,4,10,2
2021,1,A,골목상권,1000264,돌곶이로27길,103,59,44,0,12,20,26,24,21,0,4,11,17,14,13,0,8,9,9,10,8
2021,1,A,골목상권,1000265,돌곶이로28길,222,96,126,0,38,36,47,59,42,0,8,19,23,21,25,0,30,17,24,38,17
2021,1,A,골목상권,1000266,돌곶이로41길,40,13,27,0,1,11,10,16,2,0,1,2,3,6,1,0,0,9,7,10,1
2021,1,A,골목상권,1000267,돌곶이로8길,117,75,42,0,9,16,28,31,33,0,6,10,16,19,24,0,3,6,12,12,9
2021,1,A,골목상권,1000268,동소문로13길,572,285,287,2,91,115,136,116,112,1,42,60,76,57,49,1,49,55,60,59,63
2021,1,A,골목상권,1000269,동소문로15길,209,152,57,8,4,20,45,59,73,8,2,8,24,41,69,0,2,12,21,18,4
2021,1,A,골목상권,1000270,동소문로26가길,219,122,97,2,13,58,58,58,30,0,4,26,30,37,25,2,9,32,28,21,5
2021,1,A,골목상권,1000271,동소문로2길,53,21,32,1,10,6,11,16,9,1,2,3,4,5,6,0,8,3,7,11,3
2021,1,A,골목상권,1000272,동소문로6길,62,28,34,0,8,14,14,13,13,0,0,4,10,5,9,0,8,10,4,8,4
2021,1,A,골목상권,1000273,보국문로16길,181,97,84,0,16,34,53,42,36,0,3,14,26,27,27,0,13,20,27,15,9
2021,1,A,골목상권,1000274,보문로13길,1048,741,307,3,34,68,110,126,707,0,16,41,77,81,526,3,18,27,33,45,181
2021,1,A,골목상권,1000275,보문로26길,134,62,72,0,19,23,41,32,19,0,2,9,18,18,15,0,17,14,23,14,4
2021,1,A,골목상권,1000276,보문로31길,253,128,125,0,20,39,51,79,64,0,11,17,33,41,26,0,9,22,18,38,38
2021,1,A,골목상권,1000277,보문로32길,267,128,139,0,26,65,64,66,46,0,6,34,34,32,22,0,20,31,30,34,24
2021,1,A,골목상권,1000278,삼선교로10길,186,110,76,2,15,35,53,49,32,0,10,17,26,33,24,2,5,18,27,16,8
2021,1,A,골목상권,1000279,삼선교로10다길,38,17,21,0,3,3,11,15,6,0,0,2,9,5,1,0,3,1,2,10,5
2021,1,A,골목상권,1000280,삼선교로16가길,99,42,57,0,7,9,20,25,38,0,4,7,13,11,7,0,3,2,7,14,31
2021,1,A,골목상권,1000281,삼양로8길,147,70,77,0,16,35,46,31,19,0,8,17,21,13,11,0,8,18,25,18,8
2021,1,A,골목상권,1000282,성북로8길,143,88,55,0,20,34,36,27,26,0,11,16,24,16,21,0,9,18,12,11,5
2021,1,A,골목상권,1000283,솔샘로6길,74,48,26,0,7,19,28,13,7,0,4,15,16,8,5,0,3,4,12,5,2
2021,1,A,골목상권,1000284,아리랑로4길,595,281,314,2,70,92,125,182,124,1,24,43,54,86,73,1,46,49,71,96,51
2021,1,A,골목상권,1000285,안암로5길,960,743,217,1,167,267,210,167,148,0,106,203,160,142,132,1,61,64,50,25,16
2021,1,A,골목상권,1000286,오패산로19길,101,36,65,1,18,30,26,18,8,1,2,12,12,5,4,0,16,18,14,13,4
2021,1,A,골목상권,1000287,오패산로3길,310,187,123,1,51,73,80,72,33,1,22,41,51,50,22,0,29,32,29,22,11
2021,1,A,골목상권,1000288,오패산로4길,841,540,301,0,63,154,174,140,310,0,23,79,91,69,278,0,40,75,83,71,32
2021,1,A,골목상권,1000289,인촌로17가길,90,48,42,0,17,21,21,26,5,0,4,13,11,16,4,0,13,8,10,10,1
2021,1,A,골목상권,1000290,인촌로1길,127,78,49,0,15,45,34,22,11,0,5,29,24,13,7,0,10,16,10,9,4
2021,1,A,골목상권,1000291,개운사길,150,83,67,0,15,21,46,46,22,0,9,15,24,22,13,0,6,6,22,24,9
2021,1,A,골목상권,1000292,인촌로24길,1580,1010,570,1,137,419,504,378,141,0,52,209,332,287,130,1,85,210,172,91,11
2021,1,A,골목상권,1000293,인촌로5길,63,31,32,0,6,13,16,14,14,0,5,6,7,9,4,0,1,7,9,5,10
2021,1,A,골목상권,1000294,인촌로6길,195,131,64,2,25,35,45,41,47,1,9,25,30,30,36,1,16,10,15,11,11
2021,1,A,골목상권,1000295,장월로1길,74,19,55,2,18,14,17,13,10,0,3,2,6,4,4,2,15,12,11,9,6
2021,1,A,골목상권,1000296,장위로50길,343,160,183,5,71,71,81,81,34,1,28,34,40,35,22,4,43,37,41,46,12
2021,1,A,골목상권,1000297,정릉로26길,214,103,111,0,31,50,73,45,15,0,16,33,32,15,7,0,15,17,41,30,8
2021,1,A,골목상권,1000298,정릉로27길,75,30,45,0,8,13,22,22,10,0,1,8,8,8,5,0,7,5,14,14,5
2021,1,A,골목상권,1000299,정릉로8길,1407,1165,242,15,213,430,343,240,166,14,151,387,297,213,103,1,62,43,46,27,63
2021,1,A,골목상권,1000300,종암로16길,140,61,79,0,17,25,35,32,31,0,5,17,12,16,11,0,12,8,23,16,20
2021,1,A,골목상권,1000301,종암로19길,18269,9427,8842,55,1383,4740,6784,5244,63,12,579,1557,3005,4219,55,43,804,3183,3779,1025,8
2021,1,A,골목상권,1000302,종암로21길,550,344,206,2,84,128,136,156,44,0,45,73,83,108,35,2,39,55,53,48,9
2021,1,A,골목상권,1000303,종암로24가길,81,18,63,0,22,18,20,15,6,0,2,2,5,5,4,0,20,16,15,10,2
2021,1,A,골목상권,1000304,종암로5길,404,201,203,0,32,119,152,82,19,0,13,47,77,56,8,0,19,72,75,26,11
2021,1,A,골목상권,1000305,지봉로20길,3780,3162,618,0,367,1434,708,813,458,0,254,1273,655,694,286,0,113,161,53,119,172
2021,1,A,골목상권,1000306,창경궁로43길,917,434,483,17,188,284,282,98,48,8,72,126,122,66,40,9,116,158,160,32,8
2021,1,A,골목상권,1000307,한천로101가길,15,9,6,0,1,1,3,4,6,0,0,1,1,2,5,0,1,0,2,2,1
2021,1,A,골목상권,1000308,한천로76길,132,100,32,0,7,7,31,47,40,0,4,5,15,39,37,0,3,2,16,8,3
2021,1,A,골목상권,1000309,화랑로13길,267,95,172,0,37,41,51,78,60,0,14,23,22,20,16,0,23,18,29,58,44
2021,1,A,골목상권,1000310,화랑로14길,99,73,26,0,7,18,25,31,18,0,6,10,15,26,16,0,1,8,10,5,2
2021,1,A,골목상권,1000311,화랑로19길,43,19,24,0,2,8,16,11,6,0,1,3,7,4,4,0,1,5,9,7,2
2021,1,A,골목상권,1000312,화랑로1길,1112,811,301,0,36,35,143,177,721,0,19,25,85,121,561,0,17,10,58,56,160
2021,1,A,골목상권,1000313,화랑로32길,395,292,103,3,53,133,115,66,25,0,20,105,91,53,23,3,33,28,24,13,2
2021,1,A,골목상권,1000314,화랑로40길,71,46,25,1,10,16,19,14,11,0,7,7,10,11,11,1,3,9,9,3,0
2021,1,A,골목상권,1000315,노해로17길,103,56,47,0,11,18,31,34,9,0,3,8,13,26,6,0,8,10,18,8,3
2021,1,A,골목상권,1000316,노해로23길,70,47,23,0,8,8,18,24,12,0,6,6,12,15,8,0,2,2,6,9,4
2021,1,A,골목상권,1000317,노해로33길,84,30,54,0,8,16,26,27,7,0,1,5,5,12,7,0,7,11,21,15,0
2021,1,A,골목상권,1000318,덕릉로40길,187,95,92,0,33,34,45,56,19,0,16,26,24,19,10,0,17,8,21,37,9
2021,1,A,골목상권,1000319,덕릉로41길,185,105,80,0,9,15,33,43,85,0,3,10,16,20,56,0,6,5,17,23,29
2021,1,A,골목상권,1000320,도봉로13길,13,8,5,0,1,0,2,6,4,0,1,0,1,4,2,0,0,0,1,2,2
2021,1,A,골목상권,1000321,도봉로18길,225,182,43,5,7,27,53,67,66,5,2,19,39,55,62,0,5,8,14,12,4
2021,1,A,골목상권,1000322,도봉로45길,112,54,58,0,7,17,25,34,29,0,4,7,9,16,18,0,3,10,16,18,11
2021,1,A,골목상권,1000323,도봉로67길,116,57,59,1,13,16,34,35,17,0,6,7,19,16,9,1,7,9,15,19,8
2021,1,A,골목상권,1000324,도봉로76길,311,138,173,0,36,29,68,76,102,0,7,12,26,33,60,0,29,17,42,43,42
2021,1,A,골목상권,1000325,도봉로8길,6,4,2,0,0,0,0,2,4,0,0,0,0,1,3,0,0,0,0,1,1
2021,1,A,골목상권,1000326,도봉로99길,250,155,95,0,31,61,81,54,23,0,27,42,43,26,17,0,4,19,38,28,6
2021,1,A,골목상권,1000327,삼각산로28길,70,33,37,0,5,13,19,19,14,0,0,6,8,12,7,0,5,7,11,7,7
2021,1,A,골목상권,1000328,삼양로20길,179,168,11,0,7,12,34,65,61,0,4,11,31,62,60,0,3,1,3,3,1
2021,1,A,골목상권,1000329,삼양로24길,26,16,10,0,0,4,7,9,6,0,0,3,4,5,4,0,0,1,3,4,2
2021,1,A,골목상권,1000330,삼양로27길,7,4,3,0,0,1,2,1,3,0,0,1,0,0,3,0,0,0,2,1,0
2021,1,A,골목상권,1000331,삼양로41길,338,275,63,1,17,31,57,103,129,1,9,11,41,94,119,0,8,20,16,9,10
2021,1,A,골목상권,1000332,삼양로54길,295,66,229,0,13,17,34,43,188,0,3,9,15,11,28,0,10,8,19,32,160
2021,1,A,골목상권,1000333,삼양로77길,131,58,73,0,12,26,40,37,16,0,5,14,17,13,9,0,7,12,23,24,7
2021,1,A,골목상권,1000334,삼양로93길,209,94,115,0,25,48,58,59,19,0,8,19,24,26,17,0,17,29,34,33,2
2021,1,A,골목상권,1000335,솔매로41길,67,38,29,0,2,9,30,15,11,0,0,4,18,10,6,0,2,5,12,5,5
2021,1,A,골목상권,1000336,솔매로45길,65,32,33,0,4,17,14,17,13,0,2,5,6,11,8,0,2,12,8,6,5
2021,1,A,골목상권,1000337,솔매로50길,442,162,280,1,62,108,152,90,29,1,14,28,49,48,22,0,48,80,103,42,7
2021,1,A,골목상권,1000338,솔샘로65길,284,66,218,1,32,59,84,72,36,0,0,8,19,17,22,1,32,51,65,55,14
2021,1,A,골목상권,1000339,수유로12길,281,199,82,0,35,46,56,55,89,0,8,33,38,39,81,0,27,13,18,16,8
2021,1,A,골목상권,1000340,오패산로30길,13,5,8,0,1,2,3,6,1,0,1,0,1,3,0,0,0,2,2,3,1
2021,1,A,골목상권,1000341,오패산로52길,105,47,58,0,7,14,34,37,13,0,3,8,19,14,3,0,4,6,15,23,10
2021,1,A,골목상권,1000342,오패산로67길,238,89,149,0,27,43,50,58,60,0,7,15,22,16,29,0,20,28,28,42,31
2021,1,A,골목상권,1000343,인수봉로56길,44,25,19,0,5,7,13,11,8,0,2,4,9,9,1,0,3,3,4,2,7
2021,1,A,골목상권,1000344,인수봉로72길,54,18,36,0,7,6,20,12,9,0,1,3,4,5,5,0,6,3,16,7,4
2021,1,A,골목상권,1000345,인수봉로79길,242,153,89,0,40,74,66,41,21,0,21,60,45,14,13,0,19,14,21,27,8
2021,1,A,골목상권,1000346,한천로109길,439,280,159,5,44,64,86,156,84,4,15,37,50,107,67,1,29,27,36,49,17
2021,1,A,골목상권,1000347,한천로124나길,54,23,31,0,7,11,12,15,9,0,2,1,4,8,8,0,5,10,8,7,1
2021,1,A,골목상권,1000348,한천로130길,91,69,22,0,12,25,30,17,7,0,7,23,25,11,3,0,5,2,5,6,4
2021,1,A,골목상권,1000349,한천로132길,56,31,25,0,6,8,10,21,11,0,3,4,6,12,6,0,3,4,4,9,5
2021,1,A,골목상권,1000350,한천로139가길,108,47,61,1,26,14,21,28,18,0,8,7,10,9,13,1,18,7,11,19,5
2021,1,A,골목상권,1000351,한천로140길,36,25,11,0,1,9,8,5,13,0,0,6,6,4,9,0,1,3,2,1,4
2021,1,A,골목상권,1000352,노해로60길,136,85,51,0,16,13,35,42,30,0,9,7,18,24,27,0,7,6,17,18,3
2021,1,A,골목상권,1000353,노해로63다길,43,19,24,0,5,6,9,16,7,0,0,1,5,7,6,0,5,5,4,9,1
2021,1,A,골목상권,1000354,덕릉로60길,177,126,51,0,12,40,54,53,18,0,4,32,36,37,17,0,8,8,18,16,1
2021,1,A,골목상권,1000355,도당로13가길,36,21,15,0,5,5,9,13,4,0,3,3,5,7,3,0,2,2,4,6,1
2021,1,A,골목상권,1000356,도당로13바길,74,35,39,0,5,12,21,18,18,0,2,7,9,7,10,0,3,5,12,11,8
2021,1,A,골목상권,1000357,도당로19길,597,66,531,0,19,44,162,324,48,0,7,17,12,19,11,0,12,27,150,305,37
2021,1,A,골목상권,1000358,도당로29길,518,292,226,3,112,135,145,95,28,3,61,94,68,45,21,0,51,41,77,50,7
2021,1,A,골목상권,1000359,도봉로109길,276,223,53,0,40,48,94,66,28,0,29,36,76,59,23,0,11,12,18,7,5
2021,1,A,골목상권,1000360,도봉로114길,380,143,237,2,55,89,81,91,62,0,16,27,34,37,29,2,39,62,47,54,33
2021,1,A,골목상권,1000361,도봉로143길,73,48,25,0,5,11,20,25,12,0,1,8,12,17,10,0,4,3,8,8,2
2021,1,A,골목상권,1000362,도봉로147길,161,81,80,0,9,26,34,51,41,0,7,19,19,18,18,0,2,7,15,33,23
2021,1,A,골목상권,1000363,도봉로152가길,342,311,31,1,7,19,39,120,156,0,4,13,31,115,148,1,3,6,8,5,8
2021,1,A,골목상권,1000364,도봉로156길,93,62,31,0,10,20,26,25,12,0,6,10,16,20,10,0,4,10,10,5,2
2021,1,A,골목상권,1000365,도봉로169나길,244,184,60,1,6,17,23,103,94,1,2,7,14,80,80,0,4,10,9,23,14
2021,1,A,골목상권,1000366,도봉로181길,93,30,63,0,13,12,35,22,11,0,1,6,11,8,4,0,12,6,24,14,7
2021,1,A,골목상권,1000367,도봉산4길,27,24,3,0,3,8,9,2,5,0,3,8,8,2,3,0,0,0,1,0,2
2021,1,A,골목상권,1000368,도봉산길,135,64,71,0,15,25,35,30,30,0,3,8,18,14,21,0,12,17,17,16,9
2021,1,A,골목상권,1000369,방학로10길,67,51,16,0,6,11,21,11,18,0,6,7,13,11,14,0,0,4,8,0,4
2021,1,A,골목상권,1000370,방학로15길,687,454,233,0,106,151,156,156,118,0,55,94,104,99,102,0,51,57,52,57,16
2021,1,A,골목상권,1000371,방학로5길,124,87,37,0,13,21,38,33,19,0,7,16,28,23,13,0,6,5,10,10,6
2021,1,A,골목상권,1000372,방학로6가길,167,67,100,1,23,17,41,45,40,1,10,8,15,14,19,0,13,9,26,31,21
2021,1,A,골목상권,1000373,삼양로144길,50,24,26,0,0,4,18,16,12,0,0,2,9,7,6,0,0,2,9,9,6
2021,1,A,골목상권,1000374,시루봉로23길,267,128,139,0,25,51,79,81,31,0,6,29,35,35,23,0,19,22,44,46,8
2021,1,A,골목상권,1000375,우이천로32길,206,83,123,0,34,28,64,48,32,0,10,7,27,17,22,0,24,21,37,31,10
2021,1,A,골목상권,1000376,우이천로4다길,125,83,42,0,11,16,42,35,21,0,5,8,31,24,15,0,6,8,11,11,6
2021,1,A,골목상권,1000377,해등로16길,285,134,151,0,20,23,42,82,118,0,9,17,29,30,49,0,11,6,13,52,69
2021,1,A,골목상권,1000378,공릉로58길,129,61,68,0,3,15,32,51,28,0,2,10,14,23,12,0,1,5,18,28,16
2021,1,A,골목상권,1000379,동일로173가길,1230,946,284,3,110,164,272,369,312,1,65,113,202,296,269,2,45,51,70,73,43
2021,1,A,골목상권,1000380,동일로192길,429,326,103,1,32,47,88,121,140,1,18,32,50,96,129,0,14,15,38,25,11
2021,1,A,골목상권,1000381,동일로242길,302,142,160,0,9,25,50,55,163,0,7,12,33,28,62,0,2,13,17,27,101
2021,1,A,골목상권,1000382,상계로12길,144,90,54,0,18,20,31,48,27,0,10,12,15,31,22,0,8,8,16,17,5
2021,1,A,골목상권,1000383,상계로1길,334,244,90,0,38,93,109,64,30,0,28,74,82,41,19,0,10,19,27,23,11
2021,1,A,골목상권,1000384,상계로9가길,151,82,69,0,17,33,49,29,23,0,7,24,22,15,14,0,10,9,27,14,9
2021,1,A,골목상권,1000385,석계로1길,605,255,350,3,65,130,179,154,74,2,28,55,71,56,43,1,37,75,108,98,31
2021,1,A,골목상권,1000386,한글비석로22길,172,92,80,1,31,35,42,42,21,0,4,17,26,30,15,1,27,18,16,12,6
2021,1,A,골목상권,1000387,한글비석로24길,180,62,118,1,24,20,48,52,35,0,6,6,20,15,15,1,18,14,28,37,20
2021,1,A,골목상권,1000388,한글비석로44길,232,95,137,0,15,31,49,69,68,0,9,19,21,24,22,0,6,12,28,45,46
2021,1,A,골목상권,1000389,가좌로7길,329,203,126,0,27,59,107,92,44,0,14,33,69,49,38,0,13,26,38,43,6
2021,1,A,골목상권,1000390,갈현로1길,66,36,30,0,4,13,16,19,14,0,2,7,7,9,11,0,2,6,9,10,3
2021,1,A,골목상권,1000391,갈현로33길,255,149,106,0,25,53,53,90,34,0,12,32,29,52,24,0,13,21,24,38,10
2021,1,A,골목상권,1000392,갈현로41길,171,78,93,0,19,37,52,50,13,0,9,17,27,18,7,0,10,20,25,32,6
2021,1,A,골목상권,1000393,갈현로7길,398,205,193,0,63,112,108,91,24,0,28,67,51,40,19,0,35,45,57,51,5
2021,1,A,골목상권,1000394,불광천길,192,95,97,0,15,30,49,58,40,0,8,13,27,27,20,0,7,17,22,31,20
2021,1,A,골목상권,1000395,서오릉로21길,153,56,97,0,17,40,50,32,14,0,5,19,13,14,5,0,12,21,37,18,9
2021,1,A,골목상권,1000396,서오릉로8길,160,104,56,0,8,30,67,36,19,0,5,23,44,17,15,0,3,7,23,19,4
2021,1,A,골목상권,1000397,수색로18길,128,93,35,0,11,15,39,43,20,0,6,11,28,30,18,0,5,4,11,13,2
2021,1,A,골목상권,1000398,역말로9길,159,82,77,0,17,26,50,40,26,0,14,13,21,15,19,0,3,13,29,25,7
2021,1,A,골목상권,1000399,연서로11길,640,263,377,0,197,173,142,98,30,0,47,66,69,59,22,0,150,107,73,39,8
2021,1,A,골목상권,1000400,연서로13길,218,135,83,2,46,49,28,49,44,0,32,26,15,30,32,2,14,23,13,19,12
2021,1,A,골목상권,1000401,연서로16길,121,66,55,0,15,20,30,37,19,0,4,5,19,22,16,0,11,15,11,15,3
2021,1,A,골목상권,1000402,연서로17길,540,162,378,0,38,79,137,190,96,0,5,37,49,29,42,0,33,42,88,161,54
2021,1,A,골목상권,1000403,연서로21길,684,486,198,0,35,128,167,156,198,0,15,98,107,106,160,0,20,30,60,50,38
2021,1,A,골목상권,1000404,연서로27길,339,148,191,3,46,70,105,83,32,3,20,24,41,36,24,0,26,46,64,47,8
2021,1,A,골목상권,1000405,연서로28길,226,118,108,2,43,53,52,45,31,1,14,32,25,28,18,1,29,21,27,17,13
2021,1,A,골목상권,1000406,연서로29길,100,60,40,2,18,20,25,20,15,1,9,13,11,14,12,1,9,7,14,6,3
2021,1,A,골목상권,1000407,연서로33길,109,49,60,0,4,26,25,34,20,0,3,18,11,12,5,0,1,8,14,22,15
2021,1,A,골목상권,1000408,연서로34길,1310,709,601,0,8,27,40,168,1067,0,5,7,16,76,605,0,3,20,24,92,462
2021,1,A,골목상권,1000409,연서로3길,119,51,68,1,9,27,36,29,17,0,2,12,14,15,8,1,7,15,22,14,9
2021,1,A,골목상권,1000410,연서로41길,64,33,31,0,3,9,18,27,7,0,1,3,7,16,6,0,2,6,11,11,1
2021,1,A,골목상권,1000411,연서로5길,647,303,344,1,50,86,173,229,108,0,19,47,86,93,58,1,31,39,87,136,50
2021,1,A,골목상권,1000412,은평로10길,246,148,98,1,14,29,40,49,113,0,8,9,16,28,87,1,6,20,24,21,26
2021,1,A,골목상권,1000413,은평로13길,655,283,372,0,59,76,149,218,153,0,22,32,67,91,71,0,37,44,82,127,82
2021,1,A,골목상권,1000414,은평로20길,9,2,7,0,0,0,4,2,3,0,0,0,0,0,2,0,0,0,4,2,1
2021,1,A,골목상권,1000415,은평로3길,242,110,132,0,26,61,73,49,33,0,8,23,38,23,18,0,18,38,35,26,15
2021,1,A,골목상권,1000416,은평로8길,275,194,81,0,58,72,65,53,27,0,31,52,50,44,17,0,27,20,15,9,10
2021,1,A,골목상권,1000417,응암로12길,67,32,35,0,13,17,17,16,4,0,3,7,8,10,4,0,10,10,9,6,0
2021,1,A,골목상권,1000418,응암로13길,156,44,112,0,21,26,37,39,33,0,4,7,9,11,13,0,17,19,28,28,20
2021,1,A,골목상권,1000419,응암로14길,99,50,49,0,23,15,27,28,6,0,6,7,12,20,5,0,17,8,15,8,1
2021,1,A,골목상권,1000420,응암로22길,130,53,77,0,18,20,28,41,23,0,2,5,12,21,13,0,16,15,16,20,10
2021,1,A,골목상권,1000421,응암로34길,231,118,113,1,22,39,75,63,31,1,9,22,43,24,19,0,13,17,32,39,12
2021,1,A,골목상권,1000422,증산로13길,79,42,37,0,7,21,24,16,11,0,3,9,12,7,11,0,4,12,12,9,0
2021,1,A,골목상권,1000423,증산로15길,398,297,101,0,76,95,76,84,67,0,68,77,51,46,55,0,8,18,25,38,12
2021,1,A,골목상권,1000424,증산로17길,161,110,51,0,8,24,52,51,26,0,5,11,30,42,22,0,3,13,22,9,4
2021,1,A,골목상권,1000425,증산로21길,237,122,115,0,36,49,60,53,39,0,16,16,36,26,28,0,20,33,24,27,11
2021,1,A,골목상권,1000426,증산로5길,508,308,200,0,71,119,142,102,74,0,35,78,76,55,64,0,36,41,66,47,10
2021,1,A,골목상권,1000427,증산로9길,606,525,81,0,38,106,204,214,44,0,24,91,183,194,33,0,14,15,21,20,11
2021,1,A,골목상권,1000428,증산서길,334,189,145,0,54,95,79,62,44,0,26,59,45,35,24,0,28,36,34,27,20
2021,1,A,골목상권,1000429,진흥로12길,392,144,248,6,50,101,107,85,43,5,27,26,32,29,25,1,23,75,75,56,18
2021,1,A,골목상권,1000430,진흥로1길,310,165,145,0,62,58,69,58,63,0,19,31,43,35,37,0,43,27,26,23,26
2021,1,A,골목상권,1000431,통일로69길,107,55,52,0,18,23,35,21,10,0,10,13,16,10,6,0,8,10,19,11,4
2021,1,A,골목상권,1000432,통일로78길,172,60,112,0,20,38,50,40,24,0,4,12,17,15,12,0,16,26,33,25,12
2021,1,A,골목상권,1000433,통일로87길,255,130,125,0,18,32,65,66,74,0,4,10,34,34,48,0,14,22,31,32,26
2021,1,A,골목상권,1000434,통일로92길,186,72,114,0,15,38,49,59,25,0,6,22,23,14,7,0,9,16,26,45,18
2021,1,A,골목상권,1000435,가재울로6길,168,108,60,0,17,16,39,61,35,0,12,9,22,39,26,0,5,7,17,22,9
2021,1,A,골목상권,1000436,독립문로8길,679,422,257,2,64,107,167,236,103,2,33,60,104,147,76,0,31,47,63,89,27
2021,1,A,골목상권,1000437,명지대길,107,58,49,0,16,26,19,31,15,0,7,16,7,17,11,0,9,10,12,14,4
2021,1,A,골목상권,1000438,모래내로15길,74,54,20,0,12,13,23,22,4,0,8,9,17,17,3,0,4,4,6,5,1
2021,1,A,골목상권,1000439,북아현로4길,350,225,125,0,48,47,49,88,118,0,19,24,22,66,94,0,29,23,27,22,24
2021,1,A,골목상권,1000440,세검정로1길,109,37,72,0,13,20,36,21,19,0,2,6,9,9,11,0,11,14,27,12,8
2021,1,A,골목상권,1000441,세무서2길,186,77,109,0,25,34,44,47,36,0,4,20,18,22,13,0,21,14,26,25,23
2021,1,A,골목상권,1000442,세무서길,164,78,86,1,30,22,31,37,43,1,9,8,10,26,24,0,21,14,21,11,19
2021,1,A,골목상권,1000443,수색로8길,1090,905,185,0,25,53,78,156,778,0,4,29,35,99,738,0,21,24,43,57,40
2021,1,A,골목상권,1000444,신촌로37길,52,25,27,0,7,7,14,12,12,0,0,4,7,8,6,0,7,3,7,4,6
2021,1,A,골목상권,1000445,연희로10길,3448,3135,313,2,390,669,570,1483,334,1,342,592,477,1410,313,1,48,77,93,73,21
2021,1,A,골목상권,1000446,응암로1길,621,380,241,4,102,134,159,150,72,1,38,73,85,125,58,3,64,61,74,25,14
2021,1,A,골목상권,1000447,증가로10길,1463,1123,340,29,380,617,302,113,22,26,255,475,276,74,17,3,125,142,26,39,5
